QUOTE;AUTHOR;GENRE
I got amazing training both with Theatre Sports... back in Edmonton, Alberta - I can't give those people enough credit - and the daytime drama I did. Incredible training, both of them.;Nathan Fillion;amazing
My parents were kind of like me in that they had tons and tons of weird, amazing stuff.;Jaron Lanier;amazing
I have a really amazing fan club, it's contemporary but it's a little bit old school. There's a lot of connection. I have a fan club president who really responds to people.;Martina McBride;amazing
It's amazing how much you can absorb on a film set.;Mia Wasikowska;amazing
I just think we're living in a time of massive, amazing change, like the Industrial Revolution on acid.;Kelly Lynch;amazing
Theatre, when it is at its best, takes a lot of beating - the live experience and the shared collective experience of live storytelling is really special when it is good. Particularly here in New York because the audiences are amazing, very vocal and very engaged, and that makes theatre very exciting.;Dan Stevens;amazing
As a young black boy, it made me proud to see black leaders that did something amazing and made the world change.;John Legend;amazing
Well, Jeff Buckley for me is one of the greatest singers I've ever heard. And the reason why is he has an amazing range, amazing emotional power in his voice. And the music he put around it also just had this passion and this soul to it and this spirit to it that very few artists have, and he passed at a very young age.;John Legend;amazing
I love Louisiana. It's amazing.;Johnny Knoxville;amazing
I'd said to my sweetheart a couple of days before that the SAG and Spirit Award nomination was amazing and I had no attachment to the Academy Award. I knew I was an underdog so I just decided to sleep through the announcement.;John Hawkes;amazing
Do you like my suit? I think this is an amazing suit, don't you think?;Tom Selleck;amazing
Walmart is an amazing story of entrepreneurship and, as one of the world's most powerful brands, touches millions of lives every day.;Marissa Mayer;amazing
I think what's really amazing is that given the scale of the web and getting the compute power we have today, we're starting to see things that appear intelligent but actually aren't semantically intelligent.;Marissa Mayer;amazing
Linda Georgian is a wonderful psychic. She can do amazing things.;Dionne Warwick;amazing
The resilience of these people is amazing. I am a great believer that the sooner we get things up and running in terms of sport in this area, the better.;Ian Botham;amazing
I walk into a kids' store, and it's amazing, the types of instruments - little squeaky things, rattling things, spinning tops.;Evelyn Glennie;amazing
The human body and mind are tremendous forces that are continually amazing scientists and society. Therefore, we have no choice but to keep an open mind as to what the human being can achieve.;Evelyn Glennie;amazing
Going to a concert is so overwhelming and the energy is amazing.;Victoria Justice;amazing
I look up to Mick Jagger because he's an amazing performer and he's such an individual. I respect him and admire him eternally.;Victoria Justice;amazing
I have two younger sisters and I'm such an advocate of owning who you are as a person. Don't be ashamed or intimidated. Never feel like you are not amazing.;Khloe Kardashian;amazing
Whether it's 18 years old or 40 years old, we think we know what's going on. But if you're lucky enough to continue the journey, its amazing how we keep learning how much we didn't know.;Joe Namath;amazing
The business that people do in LA on the social level is amazing. You go to a restaurant, bump into this guy or that guy. The next day you get a call, and they want you in their movie.;Kevin Bacon;amazing
The current Babe Ruth of improv? Sacha Baron Cohen. He's pretty amazing.;Seth Rogen;amazing
It's amazing how I can just ramble on for hours, isn't it? And so unentertaining or uninteresting. But I can ramble on for hours. It's a sort of terrible gift, isn't it?;Graham Norton;amazing
If my kids are doing well, then my life is going pretty well. And if my kids aren't doing well, it doesn't matter how the other elements of my life are. It's kind of amazing to have a context like that. This is really wonderful.;Ethan Hawke;amazing
My father is an amazing man.;Sherman Alexie;amazing
What makes America amazing is that there have always been men and women of courage who were willing to think more about the future of their children and grandchildren than they did about their own political careers.;Scott Walker;amazing
I'm one of those people that thinks the Internet is amazing, and I can't believe it exists.;Mayim Bialik;amazing
It's wonderful to be appreciated for being quirky, and to see Zooey Deschanel and the quirky, indie film types get mainstream play is amazing for women, because women are much more complicated than what we've see on TV in the past.;Mayim Bialik;amazing
I've done my best to work from a place of humility - always looking over your shoulder saying, 'Does this suck?' and I think that's a good way to work. The other way to work is where you start to think, 'I'm on fire, I'm amazing!' and I don't think that's the way to work.;David O. Russell;amazing
I was terribly shy when I was growing up, I really wasn't confident with other people and I think I was always afraid of up or not being this very cool, amazing person that I wanted to be.;Emily Mortimer;amazing
I just believe that the feeling of wonder is amazing. I am pushing myself as far as I can humanly push myself... I can only hope for the best and expect the worse.;David Blaine;amazing
I'm tired of being around men all the time. I'm going to start a band called Skirt with three girls and I'll play the guitar and sing backing vocals in drag. I went window shopping when I was in New York, saw a lot of amazing dresses.;Brian Molko;amazing
Partly because his life ended before the age of 50, Hamilton was defined by the other founding fathers, and he managed, with amazing consistency, to alienate most of them.;Ron Chernow;amazing
So I won an Oscar. It's amazing. I've got that for the rest of my life for a performance I am proud of. It nearly killed me. I am really proud of the film. That's it, moving on.;Kate Winslet;amazing
It's a melting pot, southern Africa. You find these cultural collisions that result in art and music, and it's pretty amazing.;Dave Matthews;amazing
I have a wonderful husband. I have three amazing kids.;Celine Dion;amazing
My mom was amazing. She believed in me and we were best friends.;Carmen Electra;amazing
When Maurice touched a keyboard, it was like something from a movie, magical. He would always give you something from a movie, and you'd go, what did you just play... immediately inspirational writings, amazing. That's what we're going to miss.;Robin Gibb;amazing
My dad was working abroad, in Iraq, and he was a doctor. We used to go and visit him, in Baghdad, off and on. For the first ten years of my life, we used to go backwards and forwards to Baghdad, so that was quite amazing. I spent a lot of time traveling around the Middle East.;Andy Serkis;amazing
Everything has combined to make my life in New York an amazing experience. I told my manager a few years ago that I wanted to move here and try acting in the theater.;Mariska Hargitay;amazing
Most of the southern hemisphere is unexplored. We had more exploration ships down there during Captain Cook's time than now. It's amazing.;Robert Ballard;amazing
I've also long since realized that the way to really engage children is to give out prizes it's amazing how it concentrates their minds.;Alexander McCall Smith;amazing
When you're a stay-at-home mother you have to pretend it's really boring, but it's not. It's enriching and fulfilling, and an amazing experience. And then when you're a working mother you have to pretend that you feel guilty all day long.;Amy Poehler;amazing
My time at Honda was amazing. Some of my best times in Formula One, actually. I might not have won races, just one race, but I had a lot of fun.;Jenson Button;amazing
My 'Movember' moustache was never going to be as big as Nigel Mansell's, but I tried my best. The amazing thing is that when you try to grow a moustache, you notice everyone else's. There are some amazing moustaches on the grid.;Jenson Button;amazing
To go to the Oscars for Moneyball - that was pretty amazing. And to be able to go work with Kathryn Bigelow - that's going to be pretty sweet. Hopefully I don't have to go back to being a waiter. That's still my main goal.;Chris Pratt;amazing
To go to the Oscars for 'Moneyball' - that was pretty amazing.;Chris Pratt;amazing
After I finished high school I went to Hong Kong and Thailand and spent some time there. Just to get that whole experience of being out of the bubble that I was in from high school in Vancouver, to be able to travel around and be on your own was an amazing experience.;Shay Mitchell;amazing
I was dating my first boyfriend in high school for a long time, and we broke up before prom. I hadn't met anyone else that I really wanted to go with, and my friends have always been amazing. So I went with my friends and got a million photos with them!;Shay Mitchell;amazing
With fitness, I do Bikrams hot yoga. The gym that I have in my building is amazing. I love to do cardio and weights there.;Shay Mitchell;amazing
You know, the reward for 'Captain America' is amazing. It's always fun to see a giant spectacle film and see the fun stuff - the special effects.;Chris Evans;amazing
The environmental benefits of hydrogen are also outstanding. When used as an energy source, hydrogen produces no emissions besides water. Zero polluting emissions, an amazing advance over the current sources of energy that we use.;Dan Lipinski;amazing
I'll always be this crazy, fun person, but when it's time to get married, I'm going to be an amazing wife.;Nicole Polizzi;amazing
The difference between Marilyn Monroe and the early Pamela Anderson is not that great. What's amazing is that the taste of American men and international tastes in terms of beauty have essentially stayed the same. Styles change, but our view of beauty stays the same.;Hugh Hefner;amazing
I've traveled all over the country for years speaking in churches, teaching the Ten Commandments. It's amazing if 2 percent of any congregation knows the Ten Commandments.;Randall Terry;amazing
Shakespeare is all big themes, like the most amazing love, or the most scary war.;Anna Torv;amazing
Fatherhood is the most amazing thing that could ever have happened in my life.;Corey Feldman;amazing
As a kid who wasn't into sports, at school I felt almost alienated at times, whereas in the theatre community there was this amazing sense of camaraderie. Early on, we would go to rehearsals with my dad and I was like the mascot for the backstage crew. That was a big part of my childhood, so I dreamed of one day doing a play in London.;Zach Braff;amazing
It was said Daredevil grew up in Hell's Kitchen, an amazing name for a neighbourhood. But that opened a Pandora's box of all the crime stuff I wanted to do. I borrowed liberally from Will Eisner's 'The Spirit' and turned 'Daredevil' into a crime comic.;Frank Miller;amazing
Comics are so full of amazing work. And I can't look at a drawing of a woman without thinking of, for instance, Wallace Wood and his amazing way of capturing beauty.;Frank Miller;amazing
When you think of what Americans accomplished, building these amazing cities and all the good it's done in the world, it's kind of disheartening to hear so much hatred of America, not just from abroad, but internally.;Frank Miller;amazing
So when I go home, sometimes, even when I had an amazing game, I always think about what I missed.;Thierry Henry;amazing
In America, Blackberry Farm in Tennessee is one of the most amazing hotels I've had the privilege of staying at.;Gail Simmons;amazing
It's better to get the nutrients for healthy skin from food, not supplements. Salmon, walnuts, blueberries, spinach... lots of my favorite foods happen to be amazing for skin too.;Gail Simmons;amazing
I discovered something amazing, which has caused a lot of controversy - the fountain of youth. I have to keep it a secret!;David Copperfield;amazing
Surfing is such an amazing concept. You're taking on Nature with a little stick and saying, 'I'm gonna ride you!' And a lot of times Nature says, 'No you're not!' and crashes you to the bottom.;Jolene Blalock;amazing
When I look into the crowd, I see young and old, black and white - it's amazing that I'm able to connect with so many different kinds of people.;Patti LaBelle;amazing
We are really on top of one another at the moment and I think it is amazing how we stay so close. Maybe that's the test. Why not totally put yourself together, rather than always wonder whether you actually like each other?;Linda McCartney;amazing
Considering the amount of information we're bombarded by, it's amazing if a song can transcend time.;Michael Bolton;amazing
I love insects. They are amazing.;Andrea Arnold;amazing
There are very few dance companies in the world and you have to be phenomenal. You have to not be injured. You have to have a really strong mind to deal with the dance world. People who can do it are amazing to me. You cannot have a life outside of dance.;Neve Campbell;amazing
Beyonce is the most amazing woman in the world.;Chris O'Dowd;amazing
Well, when you're the youngest of five, parents kind of lose interest more and more through the children. I think my eldest brother was under loads of pressure to do something amazing with his life, but by the time I came around they were like, 'Well, let's hope he doesn't kill a guy.';Chris O'Dowd;amazing
I really liked the helicopter pilot in 'Dawn of the Dead', when he gets bitten and comes out of the elevator. That guy was amazing. He did this incredible walk that we didn't even know about until we started shooting.;George A. Romero;amazing
First of all, plain and simple, you have no real idea of what it means to be famous until you become famous. It's a double-edged sword. Obviously there are a lot of amazing things about fame, but there are also a lot of challenging things about it.;Michelle Pfeiffer;amazing
Stevie Wonder is just one of those guys that completely delivers everything that you want to be true about Stevie Wonder. He's an amazing human being, and the fairytale exists with that man.;Adam Levine;amazing
Nobody has it all, but for me to even come close is amazing.;Adam Levine;amazing
When you write biographies, whether it's about Ben Franklin or Einstein, you discover something amazing: They are human.;Walter Isaacson;amazing
You get moments all the time that kind of make you pinch yourself, some of them make you quite emotional. Winning a BRIT was a big moment because we were just so excited to be at the awards in the first place. Selling out Madison Square Garden was pretty amazing too. Then we woke to the news that our UK tour was sold out. It was crazy.;Harry Styles;amazing
The attitude is we live and let live. This is actually an amazing change in values in a rather short time and it's an example of freedom from religion.;Tom Wolfe;amazing
Yes, the companionship is amazing. You know, you can get that physical attraction that happens is great, but then there's an awful lot of time and the rest of the day that you have to fill.;Vince Gill;amazing
On the surface, rock and roll changes at an amazing pace. The influence of a figure like the Maharishi can appear and disappear in a matter of months. Talk about old fashioned rock and roll finds itself dead before it begins.;Jon Landau;amazing
It's amazing that for actors mostly, it's a risk to attach yourself to a film that you don't know whether or not it's going to even be made and if you sign on, in doing so, who else is going to be in the movie with you.;Elisha Cuthbert;amazing
I hate the stereotype of the pitfalls of the child actor. There are so many amazing examples - Natalie Portman, Joseph Gordon-Levitt, Jodie Foster, Drew Barrymore - of people who have made it through.;Jamie Bell;amazing
I think it's an amazing quality to be able to roll with the punches and not be totally ruined as a person because life's been rough for you. That's a really admirable way to go through your life.;Anna Paquin;amazing
Like most people my age, my job is the main focus of my life. I don't have some kind of jet-setting fabulous lifestyle where I'm constantly in situations to acquire amazing anecdotes, that's it.;Anna Paquin;amazing
I think that in itself is kind of an amazing achievement to be able to say that your full-time career is in any creative arts, let alone a show that has kept people interested for coming on four seasons and hopefully more.;Anna Paquin;amazing
I don't like staying in hotels. I like to be in my own bed. San Diego as a city is really awesome. The only hard part of it for me is that I'm away from my family and my house. But as far as shooting down there, we get amazing locations, and the crew is really, really stellar down there. They are really fun.;Kristen Bell;amazing
I'd do pretty much anything to get back on stage. I'd like to develop a new musical. I nearly had a heart attack when I heard that they're developing John Waters' Cry-Baby because that is so amazing and super and wonderful and I wish that I could be involved. But it's not the right time and I understand that. But I hear things like that and I get that little tingle in my stomach.;Kristen Bell;amazing
Me and my friend Ioan Gruffudd are like chalk and cheese when it comes to clothes. He lives for his clothes and has an amazing wardrobe. If we're going out I'll turn up at his house and say, 'I haven't got anything to wear,' and he'll tut and sigh and then lend me something swanky.;Matthew Rhys;amazing
Everything that has happened to me has been amazing and surprising.;R. L. Stine;amazing
And it is very sexy as well: somebody says I'm taking you on a surprise date, you don't know where you are going and you can't see and then you put your hand out and there is a tiger. Amazing.;Emily Watson;amazing
Housing Works is the coolest thrift store in the world, because not only are they the best thrift store - they're not the most thrifty thrift store - but they have amazing stuff and all of their proceeds go directly to kids, mostly homeless kids, living with AIDS and HIV in New York, in the metropolitan area.;Ezra Miller;amazing
I seriously love to cook... My grandmother was an amazing cook. As a kid I used to help her make handmade pasta, Cavatelli and Ravioli. It was one of my favorite things to do. I love the idea of making whatever is in the fridge into something.;Bradley Cooper;amazing
I tend to not watch things that are current. And then if everybody swears it's amazing then I'll like watch the whole series in a weekend.;Hank Azaria;amazing
I think it's very empowering to be able to have a career and to be a mother. It gives you an amazing sense of self.;Georgina Chapman;amazing
What an amazing opportunity to do something like direct a movie and step out of your creative comfort zone and yet do something that is also so familiar at the same time. I was also just excited to have the chance to direct, which I may never get to do again.;Georgina Chapman;amazing
The magic kit we developed with Idea Village is an extraordinary success in 40,000 stores across America. The TV commercial we shot for it has produced amazing results - unbelievable.;Criss Angel;amazing
I had an amazing childhood, lots of love. But my dad worked his tail off, getting up at 4 in the morning and going off at 5, 6 o'clock, yet he always had time to spend with his kids and his wife.;Criss Angel;amazing
Magic is the oldest part of the show business profession. It can now be used as a forward-thinking tool to build a child's confidence. It has been an amazing part in many entertainers' lives, including Steve Martin and the late Johnny Carson.;Criss Angel;amazing
I know that my grandfather is 92 years old. And he has seen this country evolve in amazing ways. He looks at South Carolina and he says, wow, what an amazing state that we have the blessing to live within because of the evolution.;Tim Scott;amazing
Well, what I love about '80s rock music is the amazing, fantastic melodies.;Julianne Hough;amazing
You don't have a lot of time you have to get it right. It's amazing how they create these episodes in such a short amount of time. They lavish a lot of care and money on each episode, and they just look terrific.;Margot Kidder;amazing
So it was good for me to play a likable person and it was just an amazing situation to be in.;Kristin Davis;amazing
My public image is so low-key, but I get to travel the world and still have an audience and it's really amazing. I don't take that for granted.;K. D. Lang;amazing
Being on 'Glee' was amazing. I remember my first day on set, my first day I arrived to the set I was in my trailer and all of the actors came and banged on my door - Lea Michele, Chris Colfer, Amber Riley, Naya Rivera. They all welcomed me with open arms, so it was a great experience. It felt like family, and I miss them a lot over there.;NeNe Leakes;amazing
That's an amazing moment, the first time you hear yourself on radio. It's still thrilling.;Janis Ian;amazing
Recently I've been doing risottos. Some of them have been amazing. Some of them, not all of them.;Gael Garcia Bernal;amazing
Alexander Gonzalez Inarritu is a great director. He's the one I first worked with. He's amazing.;Gael Garcia Bernal;amazing
I suppose it's amazing when you think how many things people get involved in that don't work.;Tim Berners Lee;amazing
The amount of control you have over somebody if you can monitor internet activity is amazing.;Tim Berners Lee;amazing
It's amazing how quickly people on the internet can pick something up, but it's also amazing how quickly they can drop it.;Tim Berners Lee;amazing
Being a mother is the most amazing thing that has ever happened to me in my life.;Cindy Margolis;amazing
It's amazing what sleep does for your looks.;Emily Procter;amazing
I started crying the other day just thinking that the baby is going to leave me soon! You have this relationship with this person in your belly and it's really amazing.;Emily Procter;amazing
My favorite designer is Christian Lacroix, not just because his clothes are amazing and I love them, but because he's so nice. When I did his fashion show, he was the first one to arrive there and he helped everyone.;Adriana Lima;amazing
Well, I'd love to work with Kate Winslet - she's amazing.;Elizabeth Olsen;amazing
It was amazing and inspiring to see so many people come together through music to aid the great state of Vermont.;Trey Anastasio;amazing
I've created, directed and choreographed for Lady Gaga since the beginning, so 'Born This Way,' this was musically such an amazing evolution and such a brilliant record. So when she played it for me, it took me a while to find out the visual interpretation that I could give back to her.;Laurieann Gibson;amazing
If you love dance and you have the gift of teaching, teaching is super amazing and important because my teachers planted that seed in me. As a teacher you understand the difference or the definition of a Baryshnikov or a Gregory Hines, so teaching is really important and very necessary.;Laurieann Gibson;amazing
Choreography is amazing. I'm still a dancer, yet I transitioned into choreography then as a Creative Director. All of these creative elements are brought out of being a dancer. Directing is something that comes out of understanding movement and choreography. Directing movement is directing a dance piece.;Laurieann Gibson;amazing
'The Dance Scene' is basically the most amazing dance show in the world, and it follows me as a creative director. You see how I maintain that creativity.;Laurieann Gibson;amazing
I think dance is amazing because what people don't realize is like when you dance your spirit and your soul get ignited. You're not only releasing endorphins, but also your spirit is awakening. It makes you feel good and happy.;Laurieann Gibson;amazing
Pilates is amazing, my posture is so much better and I'm even starting to get muscles on my tummy - it's incredible.;Kelly Osbourne;amazing
I enjoyed being a teammate of Deion Sanders. He brings different elements to the game that many people would not even realize, and to watch and witness a superior talent like him and watch him prepare and train, and study the game is truly amazing.;Emmitt Smith;amazing
Birdie is amazing and such an incredible child and I'm having such a great time being a mom but I still want to have a career and I still look forward to auditions and parts, and when I don't get them I'm disappointed.;Busy Philipps;amazing
I get to do the most amazing things. We call it Host in Peril quite often, because people love to see me risk my life or be in danger.;Rick Mercer;amazing
My relationship with my mom is so amazing. We never got to have that stage that people go through, like when you're 13 and you think you're too cool for your parents. When you're embarrassed by them and stuff. We never went through that because I was constantly working and she constantly had to be there.;Hilary Duff;amazing
I guess winning an Oscar is the ultimate dream. A lot of amazing actors go their whole career without even being nominated. So that would definitely be a goal to reach. It's a difficult one, but I'm aiming for it!;Taylor Lautner;amazing
I wouldn't be where I am today without the amazing public arts education that I had.;Matthew Morrison;amazing
It's pretty amazing being me.;Matthew Morrison;amazing
Let me tell you, Barack Obama is the most down dude in the world, but he's so smart so articulate, such an amazing speaker such a passionate man. He's humble.;Marlon Wayans;amazing
It's amazing how fast generations lose sight of other generations. One of the first things the young composers who come to work with me say is that they want to write music people will like, instead of gaining their credentials by being rejected by the audience.;Carlisle Floyd;amazing
I always use my husband's cocoa butter stuff. He has amazing skin!;Idina Menzel;amazing
My wife is amazing. She had to know she was getting into a heap of trouble when we met.;Taylor Hanson;amazing
I love getting dressed up. Being a pop star is the most brilliant job for that. A lot of girls love shopping, but they might see the most amazing outfit and think, 'When am I going to wear that?', so it's my duty to exploit the fact I do have events I can wear these things to.;Sophie Ellis-Bextor;amazing
I have an amazing relationship with food.;Katharine McPhee;amazing
I've been very fortunate to be able to jump around. I just did this really wonderful film called Map of the World. That was a real, amazing, dramatic story. Then I did a movie called Company Men, a little comedy about the Bay of Pigs.;Sigourney Weaver;amazing
I wore my first pair of Louboutins during this press tour. It was absolutely amazing, they weren't heels, they were little shoes, but they were velvet and they were blue.;Chloe Moretz;amazing
I jetset around and play these songs and get to hang with some pretty amazing people, then I go home to a really great farm, though actually it's a disaster area of a farm at the moment. But it's certainly a blast. I wouldn't trade lives with anyone right now.;Brad Paisley;amazing
It feels amazing to work with writers that write really well.;Giancarlo Esposito;amazing
So, you know, parenting is a very intimate and amazing experience and one of the best experiences of my life.;Uma Thurman;amazing
My sister, she's amazing. She sort of inspired me to take this journey to Latin America.;Jenna Bush;amazing
Well, there are better cartoonists now than there ever have been. I firmly believe that. There's some amazing work being done.;Chris Ware;amazing
I've worn dresses from all different price ranges, and the thing that couture dresses have in common is that the fit is amazing.;Beyonce Knowles;amazing
George Clooney is a super-human, he's just such an amazing human being, he taught me how to be a better person and a better actor!;Shailene Woodley;amazing
I mean, I've always said I have an amazing team and network of friends and people that I work with that, you know, inspire me and enable me to do what I do.;Alexander Wang;amazing
I had an amazing experience working with great people. I had a great family, a typical family with drama in certain areas, and that's pretty much everywhere in everyone's life.;Tina Yothers;amazing
It's nice because success has allowed me to have a blast on stage, to be in the studio with amazing people, but I find it all a bit bizarre.;David Guetta;amazing
It's amazing what we can get away with and what we can't. But it's not for me to decide.;Mike Judge;amazing
I feel fortunate I have this amazing relationship with so many people in America, because I was in their homes at a very private time of day. They probably might have still had their robe on and their slippers and haven't made the beds.;Joan Lunden;amazing
Science is one of a handful of things that defines us as a very special species. It is amazing how far we have been able to get and how accurate our predictions are. I think understanding how the universe was born is very important. It really gives us a perspective on many things.;Yuri Milner;amazing
Isn't it amazing how celebrity status preempts even the most ingrained hatreds?;Camryn Manheim;amazing
I have experienced some amazing food! Yet when I think about the most luxurious and exquisite meals I have had, visions of simple food made from a few natural ingredients are what most excite me.;Mark Hyman;amazing
I love to go shopping at Target. They have so much stuff there, you can buy almost anything, it's really amazing.;Liv Tyler;amazing
Growing up, I looked up to major league baseball players, and now these young women have amazing, incredible women all across the board, from swimming to gymnastics to softball to basketball.;Jennie Finch;amazing
One thing that is almost always said to me is, I grew up with you. They are meeting me and feel that they actually grew up with me. I was with them during their play hours and thinking hours. I was a part of their childhoods. That's one of the most amazing things.;Mark Goddard;amazing
You know, it's amazing. I don't even have a car, would you believe it? I had a motorbike and it got stolen last year. So I've got to buy another one of those, I suppose. I can treat myself to that.;Michael Fassbender;amazing
I know this is going to sound corny, but I love my life. I love my baby, so I love getting to wake up with him. And I have the most amazing job, with writing that any actor would love and costars who I can't wait to see on Monday mornings. And I love coming home to my husband.;Julianna Margulies;amazing
Reba McEntire came through town when I lived in Texas. She had this amazing theatrical show with, like, 13 different wardrobe changes. I was eight and I was like, Wow, I wanna do that!;LeAnn Rimes;amazing
I don't want to wake up and not truly be enjoying my life and these amazing things around me.;LeAnn Rimes;amazing
But one of the amazing things about documentary is that you can remake it every time you make one. There is no rule about how a documentary film has to be made.;Errol Morris;amazing
In fact, it is amazing how much European films - Italian, French, German and English - have recovered a certain territory of the audience in their countries over the last few years.;Wim Wenders;amazing
I'm from Naples. I was born in a poor neighborhood and I always, in my heart, felt like it would be amazing to be able to adopt a child from Naples. I could give someone the opportunity I had. I would love to give back in that way and pay it forward.;Giuliana Rancic;amazing
I was writing a scene where a guy was choking another guy to death. You can go online and type 'chokeholds' and watch scenes where martial artists choke each other out. You can hear what noises they make when they go unconscious, see how their bodies flop and everything. YouTube is amazing for the more detailed stuff.;Daniel H. Wilson;amazing
That show, 'The Amazing Race' - is that about white people?;Zach Galifianakis;amazing
Each of us have things and thoughts and descriptions of an amazing universe in our possession that kings in the 17th Century would have gone to war to possess.;Kary Mullis;amazing
With 'The Host,' I think the actors could be really big names. That would be cool. I'd love to see Robert Redford put on a beard and be Jeb he would be amazing... Matt Damon has some very Jared-esque qualities, and then Casey Affleck as Ian and Ben Affleck as Kyle. Imagine the interplay.;Stephenie Meyer;amazing
It's amazing that no matter how much money you have, you can make some bad decisions, and in five months you're on the street, begging.;Paz de la Huerta;amazing
I mean, there is amazing amount of oil and gas and other resources out beneath the sea. It's staggering.;Robert Ballard;amazing
I grew up in a Christian home with amazing parents.;Allyson Felix;amazing
When you're offered things, it makes it so much easier to be indecisive. And it's silly because you can pass on some really amazing things.;Alicia Silverstone;amazing
It was amazing to watch him in the darkroom at an advanced age, still get excited when the results were pleasing. He still struggled like we all do in the darkroom and he struggled behind the camera, and when he had a success he was beaming.;John Sexton;amazing
My parents were amazing and wonderful, but there was a lot of pressure to do my best and in every way possible.;Kate Bosworth;amazing
Elizabeth Taylor. In her heyday, she was amazing.;Joe Jonas;amazing
Adele's amazing, I think the world of her and her music and I think Tinie Tempah is cool. To work with someone like Kanye West would be awesome.;Joe Jonas;amazing
I've never stabbed, hurt, killed, stolen, anything, but I went to jail for a year. What is that? My pastor said to me the fact that I'm not living under a bridge as a crazy woman, talking to myself, is amazing.;Foxy Brown;amazing
If you ever have the good fortune to meet Tippi Hedren, she's an amazing woman. You can't quite believe she is the age she is.;Toby Jones;amazing
Katy Perry is the sexiest woman I've ever kissed. It was amazing and very purple - she had purple lipstick on. I don't think there will ever be anything cooler than kissing her... until I marry her maybe!;Niall Horan;amazing
They were so good that you just had to sing the song to them once and they got it. It's amazing. Sometimes it didn't come out the way you wanted, but it was good.;Chris LeDoux;amazing
Elle MacPherson is absolutely amazing she is just so beautiful.;Carol Alt;amazing
There is something about the South that accepts the supernatural. If you don't accept it and you're having a conversation with someone who does, it's just one of those polite things where you don't question their belief in ghosts. You just go, 'Oh, yeah, okay.' It's amazing to be able to have conversations like that.;Alice Englert;amazing
I filmed 'Albatross' before I got 'Downton.' It's a coming-of-age movie about this girl who leaps into this family's life, like a whirlwind. She's ballsy and brash and wonderful, it was such an amazing character to play.;Jessica Brown Findlay;amazing
So much of 'Jaws' was amazing because the mind filled in what was missing.;Bill Sienkiewicz;amazing
It is amazing how nice people are to you when they know you're going away.;Michael Arlen;amazing
The satisfaction you get when you finally beat your dad is amazing, that rush of adrenaline.;Lee Westwood;amazing
It's amazing to me that they're cutting physical education programs in the school systems.;Shannon Miller;amazing
Your car should drive itself. It's amazing to me that we let humans drive cars... It's a bug that cars were invented before computers.;Eric Schmidt;amazing
We start 'The Butler' in June and that's incredibly exciting for me because I get to work with the amazing Forest Whitaker again. It's a phenomenal script and a great, great role - I play his son. Oprah Winfrey is his wife and my mother. My character is a radical civil rights activist.;David Oyelowo;amazing
Most actors want to sink their teeth into amazing material.;Emmanuelle Chriqui;amazing
Reese Witherspoon is my everywoman. She's managed to have a family and this amazing career. That's the goal.;Emmanuelle Chriqui;amazing
But I think Hillary Clinton is one of the most amazing women of this time.;Hope Davis;amazing
If you have only 95 minutes of material, make an only 95-minute movie. Amazing how often that's forgotten.;Stephen Hunter;amazing
I'm on an Isabel Marant kick. She does an amazing job of making things that are everyday-wearable but also special and a little bit different. I definitely like that she has a '70s western vibe. There's something that's very fun and vintage in what she's doing.;Jennifer Morrison;amazing
I never do any television without chocolate. That's my motto and I live by it. Quite often I write the scripts and I make sure there are chocolate scenes. Actually I'm a bit of a chocolate tart and will eat anything. It's amazing I'm so slim.;Dawn French;amazing
Watching Bernadette Peters perform is like an acting class. She's amazing.;Jenna Ushkowitz;amazing
Anyone who has played the game professionally, you're always taught that the ball is the most important, most precious thing, so when the ball hits the ground, it's always a mad scramble. It's amazing how many times there is a fumble, and the person who recovers it initially doesn't walk away with the ball.;Barry Sanders;amazing
For me, I don't expect to have a really amazing meal each time I dine out. Having a good meal with your loved ones - that's what makes the experience.;Wolfgang Puck;amazing
As an actor, to have achieved financial stability is amazing. But I always have this weird fear that I'm not going to get any more work it's about not having enough money.;Paul Giamatti;amazing
The thing is, I don't believe in most of what's done. The amount of financial and imaginative energy that's put into mediocrity is just amazing which I find to be fundamentally offensive as a human being.;William Hurt;amazing
I knew I'd just done one of the most amazing things that I will ever get a chance to do. Just to be part of a musical that's not your background and to pull it off and to think that we've done something that's really special.;Gerard Butler;amazing
I've been through the process qualifying for the World Cup, which is an amazing, two-year process. It was an honor to represent the U.S. and to represent the city of Los Angeles and California.;Cobi Jones;amazing
If government and media and all of us in the Australian tribe got together, and the rock industry, we'd just be the greatest cultural force the world has ever seen - we're such an amazing race.;Yahoo Serious;amazing
I've been able to go on and have a successful career on Broadway and certainly the last five years in Las Vegas have been amazing.;David Cassidy;amazing
My parents armed me with an amazing sense of humor, and it's what you need when, well, it's what anyone needs in this world.;Warwick Davis;amazing
The Madden NFL franchise holds a special place in popular culture and the cover is a coveted position for players all over the league. I'm honored to be the first cover athlete chosen by Madden NFL fans and it's a great way to cap off an amazing year for the Saints and the city of New Orleans.;Drew Brees;amazing
I think being on a TV show is amazing but also, people get kind of used to seeing you a certain way and so it becomes a challenge to break free from that in a way.;Aubrey Plaza;amazing
The unconditional love for you child, it's truly amazing.;Jourdan Dunn;amazing
People are doing amazing things right now on the Web.;Chris Hughes;amazing
It was a relief to be able to do my own band, because I was very responsible for all this amazing music I didn't want to mess up before.;Dhani Harrison;amazing
